whois_id,character_id,character_name,captured_at,raw_text,parsed_level,parsed_race,parsed_class,status,parse_confidence,notes
whois_gris_1780909575,char_gris,Gris,2026-06-08 19:06:15,"Gris is a Half-Elf.
Last login 3 months and 28 days ago.
No comments!",,Half-Elf,,,medium,query_name=Gris | display_name=Gris | Last login 3 months and 28 days ago.
whois_grishelda_1780909580,char_grishelda,Grishelda,2026-06-08 19:06:21,Grishelda is a level thirty-one Morruhk Adventurer.,31,Morruhk,Adventurer,,medium,query_name=Grishelda | display_name=Grishelda
whois_grishnakshag_1780909586,char_grishnak_shag,Grishnak(Shag),2026-06-08 19:06:27,No one by that name.,,,,not_found,high,query_name=Grishnak(Shag) | MUME returned: No one by that name.
whois_grishtar_1780909592,char_grishtar,Grishtar,2026-06-08 19:06:32,No one by that name.,,,,not_found,high,query_name=Grishtar | MUME returned: No one by that name.
whois_gròk_1780909597,,Gròk,2026-06-08 19:06:38,"Gròk Róks, Warmonger of Durin's Army is a level thirty-seven
    Dwarven Bodyguard [Retired].
Last login 13 years, 2 months, and 4 days ago from [numerical
    address].",37,Dwarven,Bodyguard,Retired,medium,"query_name=Grok | display_name=Gròk Róks, Warmonger of Durin's Army | epithet_or_title=Róks, Warmonger of Durin's Army | Last login 13 years, 2 months, and 4 days ago from [numerical address]."
whois_grom_1780909603,char_grom,Grom,2026-06-08 19:06:43,"Grom Hellscream is a level thirty-four Tarkhnarb Battlemaster
    [Retired].

This former tunnel worker quickly developed his well-known lust for blood
and fought his way up through the Goblin ranks. It is told that against
the hammer of Grom none can stand, and he now holds the Chieftain titles
in the clans of the Warsong, the Shadowmoon and the Shattered Hand.

""Looks like meat's back on the menu, boys!""",34,Tarkhnarb,Battlemaster,Retired,medium,query_name=Grom | display_name=Grom Hellscream | epithet_or_title=Hellscream
whois_gromk_1780909608,char_gromk,Gromk,2026-06-08 19:06:49,No one by that name.,,,,not_found,high,query_name=Gromk | MUME returned: No one by that name.
whois_grukh_1780909614,char_grukh,Grukh,2026-06-08 19:06:54,"Grukh is a Troll [Retired].

Once a wise man told me:
You trolls are all overpowered mongoloids

Last login 2 years, 6 months and 28 days ago

Last login 3 years, 4 months and 14 days ago",,Troll,,Retired,medium,"query_name=Grukh | display_name=Grukh | Last login 3 years, 4 months and 14 days ago"
whois_grul_1780909619,char_grul,Grul,2026-06-08 19:07:00,"Grul the Eater of Hearts is a Troll [Retired].

8'5"" and fifty-two stone.
That's 2.56m, 330kg coming your way. Hungrily.",,Troll,,Retired,medium,query_name=Grul | display_name=Grul the Eater of Hearts | epithet_or_title=the Eater of Hearts
whois_grume_1780909625,char_grume,Grume,2026-06-08 19:07:05,No one by that name.,,,,not_found,high,query_name=Grume | MUME returned: No one by that name.
whois_grumph_1780909630,char_grumph,Grumph,2026-06-08 19:07:11,"Grumph Hrothgar, Sniffer of Durin's Army is a Dwarf [Retired].
Last login 13 years, 2 months, and 13 days ago.",,Dwarf,,Retired,medium,"query_name=Grumph | display_name=Grumph Hrothgar, Sniffer of Durin's Army | epithet_or_title=Hrothgar, Sniffer of Durin's Army | Last login 13 years, 2 months, and 13 days ago."
whois_grunganator_1780909636,char_grunganator,Grunganator,2026-06-08 19:07:17,"Grunganator Largefeet, Berserker of Durin's House is a level
    fifty-five Dwarven Battlemaster [Retired].
Last login 9 years, 2 months, and 8 days ago from *.net.

                      Real Dwarves use Axes",55,Dwarven,Battlemaster,Retired,medium,"query_name=Grunganator | display_name=Grunganator Largefeet, Berserker of Durin's House | epithet_or_title=Largefeet, Berserker of Durin's House | Last login 9 years, 2 months, and 8 days ago from *.net."
whois_grunge_1780909642,char_grunge,Grunge,2026-06-08 19:07:22,"Grunge created 16 Dec 1995 is a Maia.
The greatest people talk about ideas,
   The common man talks about things,
       The fool talks about other people.",,Maia,,,medium,query_name=Grunge | display_name=Grunge created 16 Dec 1995 | epithet_or_title=created 16 Dec 1995
whois_gruuk_1780909647,char_gruuk,Gruuk,2026-06-08 19:07:28,No one by that name.,,,,not_found,high,query_name=Gruuk | MUME returned: No one by that name.
whois_gruumsh_1780909653,char_gruumsh,Gruumsh,2026-06-08 19:07:33,Gruumsh the Half-Troll of the North is an Orc [Retired].,,Orc,,Retired,medium,query_name=Gruumsh | display_name=Gruumsh the Half-Troll of the North | epithet_or_title=the Half-Troll of the North
whois_grymsh_1780909658,char_grymsh,Grymsh,2026-06-08 19:07:39,Grymsh the Morbid Flame is an Orc.,,Orc,,,medium,query_name=Grymsh | display_name=Grymsh the Morbid Flame | epithet_or_title=the Morbid Flame
whois_grytash_1780909664,char_grytash,Grytash,2026-06-08 19:07:45,"Grytash inc is an Orc [Retired].
none",,Orc,,Retired,medium,query_name=Grytash | display_name=Grytash inc | epithet_or_title=inc
whois_grythar_1780909670,char_grythar,Grythar,2026-06-08 19:07:50,"Grythar Underhill is a level twenty-eight Tarkhnarb Veteran
    [Retired].",28,Tarkhnarb,Veteran,Retired,medium,query_name=Grythar | display_name=Grythar Underhill | epithet_or_title=Underhill
whois_guglunk_1780909675,char_guglunk,Guglunk,2026-06-08 19:07:56,"Guglunk the Master-Shaman of Minas Morgul is a level thirty-seven
    Tarkhnarb Necromancer [Retired].",37,Tarkhnarb,Necromancer,Retired,medium,query_name=Guglunk | display_name=Guglunk the Master-Shaman of Minas Morgul | epithet_or_title=the Master-Shaman of Minas Morgul
whois_guido_1780909681,char_guido,Guido,2026-06-08 19:08:01,"Guido is a Man [Retired].
Last login 16 years, 3 months, and 5 days ago.
We are all sons of bitches.",,Man,,Retired,medium,"query_name=Guido | display_name=Guido | Last login 16 years, 3 months, and 5 days ago."
whois_gulag_1780909686,char_gulag,Gulag,2026-06-08 19:08:07,"Gulag is back where he belongs is a level forty-four Tarkhnarb
    Soldier [Retired].
               _
             _| |_
            |_   _|
              | |
           __/   \__
          |         |
          |  Gulag  |
          |         |
        ^^^^^^^^^^^^^^^",,back where he belongs is a level forty-four Tarkhnarb Soldier,,Retired,medium,query_name=Gulag | display_name=Gulag
whois_gundor_1780909692,char_gundor,Gundor,2026-06-08 19:08:13,"Gundor the Son of Hador, brother of Galdor is a level forty-two
    Dúnadan Battlemaster [Retired].
Last login 12 years and 28 days ago from *.se.
xxx x xxxx xxxx!      <- coded
****************
jagoeoäktaotuff!      <- decoded",42,Dúnadan Battlemaster,,Retired,medium,"query_name=Gundor | display_name=Gundor the Son of Hador, brother of Galdor | epithet_or_title=the Son of Hador, brother of Galdor | Last login 12 years and 28 days ago from *.se."
whois_gurgel_1780909698,char_gurgel,Gurgel,2026-06-08 19:08:18,No one by that name.,,,,not_found,high,query_name=Gurgel | MUME returned: No one by that name.
whois_guthol_1780909703,char_guthol,Guthol,2026-06-08 19:08:24,No one by that name.,,,,not_found,high,query_name=Guthol | MUME returned: No one by that name.
whois_gwira_1780909709,char_gwira,Gwira,2026-06-08 19:08:30,"Gwira Blatira is a level thirty-two Rohirric Battlemaster
    [Retired].
Last login 24 years, 8 months, and 7 days ago from *.ee.",32,Rohirric Battlemaster,,Retired,medium,"query_name=Gwira | display_name=Gwira Blatira | epithet_or_title=Blatira | Last login 24 years, 8 months, and 7 days ago from *.ee."
whois_haazheel_1780909715,char_haazheel,Haazheel,2026-06-08 19:08:35,No one by that name.,,,,not_found,high,query_name=Haazheel | MUME returned: No one by that name.
whois_hairfoot_1780909720,char_hairfoot,Hairfoot,2026-06-08 19:08:41,"Hairfoot is a level thirty-three Fallohide Scout [Retired].
Last login 23 years, 3 months, and 18 days ago from *.ee.",33,Fallohide,Scout,Retired,medium,"query_name=Hairfoot | display_name=Hairfoot | Last login 23 years, 3 months, and 18 days ago from *.ee."
whois_haisam_1780909726,char_haisam,Haisam,2026-06-08 19:08:46,No one by that name.,,,,not_found,high,query_name=Haisam | MUME returned: No one by that name.
whois_haista_1780909731,char_haista,Haista,2026-06-08 19:08:52,No one by that name.,,,,not_found,high,query_name=Haista | MUME returned: No one by that name.
whois_haity_1780909737,char_haity,Haity,2026-06-08 19:08:57,"Haity the Valkyrie is a level twenty-six Noldorin Matriarch
    [Retired].
Last login 24 years, 11 months, and 11 days ago from *.lv.

  Haity from Lothlorien, pupil of Galadriel. Is married with Gray.",26,Noldorin,Matriarch,Retired,medium,"query_name=Haity | display_name=Haity the Valkyrie | epithet_or_title=the Valkyrie | Last login 24 years, 11 months, and 11 days ago from *.lv."
whois_haladdin_1780909742,char_haladdin,Haladdin,2026-06-08 19:09:03,Haladdin inc is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Haladdin | display_name=Haladdin inc | epithet_or_title=inc
whois_hälas_1780909748,,Hälas,2026-06-08 19:09:09,"Hälas ....alas !! is an Elf [Retired].
Last login 14 years, 3 months, and 11 days ago.",,Elf,,Retired,medium,"query_name=Halas | display_name=Hälas ....alas !! | epithet_or_title=....alas !! | Last login 14 years, 3 months, and 11 days ago."
whois_haldor_1780909754,char_haldor,Haldor,2026-06-08 19:09:14,"Haldor Hélith, Prince of Noldo is a level twenty-eight Noldorin
    Warden [Retired].
Last login 17 years, 3 months, and 6 days ago from *.se.
Is playing from *.norrland",28,Noldorin,Warden,Retired,medium,"query_name=Haldor | display_name=Haldor Hélith, Prince of Noldo | epithet_or_title=Hélith, Prince of Noldo | Last login 17 years, 3 months, and 6 days ago from *.se."
whois_halir_1780909759,char_halir,Halir,2026-06-08 19:09:20,No one by that name.,,,,not_found,high,query_name=Halir | MUME returned: No one by that name.
whois_hamfist_1780909765,char_hamfist,Hamfist,2026-06-08 19:09:25,"Hamfist Porkpalmed Sausagefingers is a Hobbit [Retired].
Last login 9 years, 8 months, and 12 days ago from *.com.",,Hobbit,,Retired,medium,"query_name=Hamfist | display_name=Hamfist Porkpalmed Sausagefingers | epithet_or_title=Porkpalmed Sausagefingers | Last login 9 years, 8 months, and 12 days ago from *.com."
whois_hamlas_1780909770,char_hamlas,Hamlas,2026-06-08 19:09:31,"No one by that name.
Graymouser narrates 'wisdom =/= fear :)'",,,,not_found,high,query_name=Hamlas | MUME returned: No one by that name.
whois_hannibal_1780909776,char_hannibal,Hannibal,2026-06-08 19:09:37,"Hannibal is at the gates is a level forty Tarkhnarb Warg-rider
    [Retired].
is playing from *.norrland

Rather than return to Rome humiliated and probably torn to pieces,
Hannibal committed suicide by taking poison.
No more would Romans have to fear him. But for many years after,
when mothers wanted to warn their children to behave, they would say:

Hannibal is at the gates !",,at the gates is a level forty Tarkhnarb Warg-rider,,Retired,medium,query_name=Hannibal | display_name=Hannibal
whois_hanr_1780909782,char_hanr,Hanr,2026-06-08 19:09:42,"Hanr Whitebeard, Veteran of Durin's House is a level thirty-seven
    Dwarven Warden [Retired].
Last login 18 years, 1 month, and 14 days ago from *.ee.",37,Dwarven,Warden,Retired,medium,"query_name=Hanr | display_name=Hanr Whitebeard, Veteran of Durin's House | epithet_or_title=Whitebeard, Veteran of Durin's House | Last login 18 years, 1 month, and 14 days ago from *.ee."
whois_harakiri_1780909787,char_harakiri,Harakiri,2026-06-08 19:09:48,"Harakiri is an Elf [Retired].
Last login 1 year, 8 months, and 7 days ago.",,Elf,,Retired,medium,"query_name=Harakiri | display_name=Harakiri | Last login 1 year, 8 months, and 7 days ago."
whois_hark_1780909793,char_hark,Hark,2026-06-08 19:09:54,Hark is an Orc [Retired].,,Orc,,Retired,medium,query_name=Hark | display_name=Hark
whois_harowen_1780909799,char_harowen,Harowen,2026-06-08 19:09:59,"Harowen is a Black Númenórean [Retired].

I am the one, the incubus of the black.
I am the one, who rides to hell and back.

I am the one, who hunts from within the shadows.
I am the one, from the land of the dead meadows.",,Black Númenórean,,Retired,medium,query_name=Harowen | display_name=Harowen
whois_hashtak_1780909804,char_hashtak,Hashtak,2026-06-08 19:10:05,Hashtak is an Orc.,,Orc,,,medium,query_name=Hashtak | display_name=Hashtak
whois_hasta_1780909810,char_hasta,Hasta,2026-06-08 19:10:10,No one by that name.,,,,not_found,high,query_name=Hasta | MUME returned: No one by that name.
whois_hatch_1780909815,char_hatch,Hatch,2026-06-08 19:10:16,"Hatch Scratch is a level twenty-three Hill Troll Warrior
    [Retired].",23,Hill Troll,Warrior,Retired,medium,query_name=Hatch | display_name=Hatch Scratch | epithet_or_title=Scratch
whois_hate_1780909821,char_hate,Hate,2026-06-08 19:10:21,"Hate - Twisted Soul of the Black Shadow Clan is a level thirty-one
    Black Númenórean Warlock [Retired].

What's the smell of the things that doesnt smell?

--------> TERUEL EXISTE!! <------

Donde está mi elefante!!!???",31,Black Númenórean,Warlock,Retired,medium,query_name=Hate | display_name=Hate - Twisted Soul of the Black Shadow Clan | epithet_or_title=- Twisted Soul of the Black Shadow Clan
whois_hated_1780909826,char_hated,Hated,2026-06-08 19:10:27,"Hated and Loved is a level twenty-nine Dúnadan Adventurer.
Last login 1 month and 16 days ago from *.net.",29,Dúnadan Adventurer,,,medium,query_name=Hated | display_name=Hated and Loved | epithet_or_title=and Loved | Last login 1 month and 16 days ago from *.net.
whois_hatred_1780909832,char_hatred,Hatred,2026-06-08 19:10:32,"Hatred the Dark Jewel of Caradhras is an Orc [Retired].
Down the water, I saw you drown....
Fiernen has arrived from the south.
A trained horse has arrived from the south.
A citizen mercenary has arrived from the south.
A pack horse has arrived from the south.
A citizen mercenary has arrived from the south.
A pack horse has arrived from the south.",,Orc,,Retired,medium,query_name=Hatred | display_name=Hatred the Dark Jewel of Caradhras | epithet_or_title=the Dark Jewel of Caradhras
whois_hazel_1780909837,char_hazel,Hazel,2026-06-08 19:10:38,"Hazel Illusionist, Heart & Flame of Mayavi is a Half-Elf
    [Retired].",,Half-Elf,,Retired,medium,"query_name=Hazel | display_name=Hazel Illusionist, Heart & Flame of Mayavi | epithet_or_title=Illusionist, Heart & Flame of Mayavi"
whois_healer_1780909843,char_healer,Healer,2026-06-08 19:10:44,"Healer the Master-Healer of Fornost is a level thirty-seven
    Beorning Rider [Retired].
Last login 22 years, 11 months, and 4 days ago from *.ee.
Logs at www.hot.ee/alo17",37,Beorning,Rider,Retired,medium,"query_name=Healer | display_name=Healer the Master-Healer of Fornost | epithet_or_title=the Master-Healer of Fornost | Last login 22 years, 11 months, and 4 days ago from *.ee."
whois_healy_1780909849,char_healy,Healy,2026-06-08 19:10:49,No one by that name.,,,,not_found,high,query_name=Healy | MUME returned: No one by that name.
whois_heather_1780909854,char_heather,Heather,2026-06-08 19:10:55,No one by that name.,,,,not_found,high,query_name=Heather | MUME returned: No one by that name.
whois_heldo_1780909860,char_heldo,Heldo,2026-06-08 19:11:01,No one by that name.,,,,not_found,high,query_name=Heldo | MUME returned: No one by that name.
whois_hele_1780909866,char_hele,Hele,2026-06-08 19:11:06,"Hele Verminslayer is a level thirty-nine Fallohide Footpad
    [Retired].
Last login 13 years, 11 months, and 13 days ago from *.net.",39,Fallohide,Footpad,Retired,medium,"query_name=Hele | display_name=Hele Verminslayer | epithet_or_title=Verminslayer | Last login 13 years, 11 months, and 13 days ago from *.net."
whois_helga_1780909871,char_helga,Helga,2026-06-08 19:11:12,"Helga the old, fat and lazy b...ch is a Half-Elf.
Last login 2 years, 1 month, and 29 days ago.",,Half-Elf,,,medium,"query_name=Helga | display_name=Helga the old, fat and lazy b...ch | epithet_or_title=the old, fat and lazy b...ch | Last login 2 years, 1 month, and 29 days ago."
whois_helios_1780911691,char_helios,Helios,2026-06-08 19:41:31,"Helios Narïën, Wizard of Lothlórien is an Elf [Retired].
Last login 17 years, 10 months, and 18 days ago.",,Elf,,Retired,medium,"query_name=Helios | display_name=Helios Narïën, Wizard of Lothlórien | epithet_or_title=Narïën, Wizard of Lothlórien | Last login 17 years, 10 months, and 18 days ago."
whois_henduil_1780911696,char_henduil,Henduil,2026-06-08 19:41:37,No one by that name.,,,,not_found,high,query_name=Henduil | MUME returned: No one by that name.
whois_hercule_1780911702,char_hercule,Hercule,2026-06-08 19:41:42,"Hercule Poirot is a level thirty Broadbeam Adventurer [Retired].
Last login 10 months and 28 days ago from [numerical address].

"".....and I will have my vengeance,
in this life or the next.""

         --Maximus Decimus Meridius

l",30,Broadbeam,Adventurer,Retired,medium,query_name=Hercule | display_name=Hercule Poirot | epithet_or_title=Poirot | Last login 10 months and 28 days ago from [numerical address].
whois_herman_1780911707,char_herman,Herman,2026-06-08 19:41:48,"Herman Hedning of the Bloodbeat is a level thirty Hill Troll Brute
    [Retired].",30,Hill Troll,Brute,Retired,medium,query_name=Herman | display_name=Herman Hedning of the Bloodbeat | epithet_or_title=Hedning of the Bloodbeat
whois_héróld_1780911713,,Héróld,2026-06-08 19:41:53,"Héróld the Man Patriarch is a level twenty-six Rohirric Patriarch
    [Retired].
Last login 3 years, 3 months, and 21 days ago.",26,Rohirric Patriarch,,Retired,medium,"query_name=Herold | display_name=Héróld the Man Patriarch | epithet_or_title=the Man Patriarch | Last login 3 years, 3 months, and 21 days ago."
whois_hex_1780911718,char_hex,Hex,2026-06-08 19:41:59,"Hex the Man is a level twenty-two Dúnadan Quickblade [Retired].
Last login 10 years, 3 months, and 10 days ago.
Amulet of foreboding
Talisman of dread
Poison in your bloodstream
The spider in your bed.",22,Dúnadan Quickblade,,Retired,medium,"query_name=Hex | display_name=Hex the Man | epithet_or_title=the Man | Last login 10 years, 3 months, and 10 days ago."
whois_hobit_1780911724,char_hobit,Hobit,2026-06-08 19:42:04,Hobit is a Maia (Cartographer).,,Maia,,,medium,query_name=Hobit | display_name=Hobit | role=Cartographer
whois_hoeth_1780911729,char_hoeth,Hoeth,2026-06-08 19:42:10,"Hoeth Silvertear, Chief Warlock of Amon Súl is a Half-Elf
    [Retired].
Last login 19 years, 2 months, and 28 days ago.",,Half-Elf,,Retired,medium,"query_name=Hoeth | display_name=Hoeth Silvertear, Chief Warlock of Amon Súl | epithet_or_title=Silvertear, Chief Warlock of Amon Súl | Last login 19 years, 2 months, and 28 days ago."
whois_hoho_1780911735,char_hoho,Hoho,2026-06-08 19:42:16,"Hoho haha hehe hihi is a Maia (Cartographer) [Retired].
  _______
 /  ___  \
| {~._.~} |
| _( Y )_ |Tolkien is hobbit-forming
|(: ~*~ :)|Don't be afraid, be VERY AFRAID !
| (_)-(_) |
 \_______/",,Maia,,Retired,medium,query_name=Hoho | display_name=Hoho haha hehe hihi | epithet_or_title=haha hehe hihi | role=Cartographer
whois_holg_1780911741,char_holg,Holg,2026-06-08 19:42:21,No one by that name.,,,,not_found,high,query_name=Holg | MUME returned: No one by that name.
whois_holy_1780911746,char_holy,Holy,2026-06-08 19:42:27,Holy Angel is an Orc [Retired].,,Orc,,Retired,medium,query_name=Holy | display_name=Holy Angel | epithet_or_title=Angel
whois_horgy_1780911752,char_horgy,Horgy,2026-06-08 19:42:32,"No one by that name.
Nob has arrived from the south.",,,,not_found,high,query_name=Horgy | MUME returned: No one by that name.
whois_horstats_1780911757,char_horstats,Horstats,2026-06-08 19:42:38,"Horstats :/ is an Orc [Retired].

Your ass is grass

                  and I'm the grasshopper!1",,Orc,,Retired,medium,query_name=Horstats | display_name=Horstats :/ | epithet_or_title=:/
whois_horus_1780911763,char_horus,Horus,2026-06-08 19:42:43,Horus of Angband is a level fifty-one Tarkhnarb Veteran [Retired].,51,Tarkhnarb,Veteran,Retired,medium,query_name=Horus | display_name=Horus of Angband | epithet_or_title=of Angband
whois_hovado_1780911768,char_hovado,Hovado,2026-06-08 19:42:49,"Hovado the Orkish Battlemaster is a level thirty Tarkhnarb
    Battlemaster [Retired].",30,Tarkhnarb,Battlemaster,Retired,medium,query_name=Hovado | display_name=Hovado the Orkish Battlemaster | epithet_or_title=the Orkish Battlemaster
whois_hrive_1780911774,char_hrive,Hrive,2026-06-08 19:42:55,No one by that name.,,,,not_found,high,query_name=Hrive | MUME returned: No one by that name.
whois_hrolth_1780911780,char_hrolth,Hrolth,2026-06-08 19:43:00,No one by that name.,,,,not_found,high,query_name=Hrolth | MUME returned: No one by that name.
whois_hrothgar_1780911785,char_hrothgar,Hrothgar,2026-06-08 19:43:06,No one by that name.,,,,not_found,high,query_name=Hrothgar | MUME returned: No one by that name.
whois_hrym_1780911791,char_hrym,Hrym,2026-06-08 19:43:11,"Hrym is a Maia.

Player of: Marras, Telith, Cerion, Sookoll and some others",,Maia,,,medium,query_name=Hrym | display_name=Hrym
whois_hudson_1780911796,char_hudson,Hudson,2026-06-08 19:43:17,"Hudson Hawk is a Hobbit [Retired].
Last login 21 years, 2 months, and 22 days ago.
p(Aramis, Shaka)
                         ---------------------------- 
                                 H U D S O N          
                                   H A W K            
                               . o        c ,         
                               `'#v--  --v#`'         
                                /'>      <`\          
                              heh ! wanna vs me ?     
                         ----------------------------",,Hobbit,,Retired,medium,"query_name=Hudson | display_name=Hudson Hawk | epithet_or_title=Hawk | Last login 21 years, 2 months, and 22 days ago."
whois_hugo_1780911802,char_hugo,Hugo,2026-06-08 19:43:23,"Hugo Boss the Orcslayer is a Dwarf [Retired].
Last login 12 years, 9 months, and 23 days ago.",,Dwarf,,Retired,medium,"query_name=Hugo | display_name=Hugo Boss the Orcslayer | epithet_or_title=Boss the Orcslayer | Last login 12 years, 9 months, and 23 days ago."
whois_huher_1780911808,char_huher,Huher,2026-06-08 19:43:29,"Huher the H is a level twenty-nine Dwarven Battlemaster [Retired].
Last login 20 years, 4 months, and 28 days ago from *.com.",29,Dwarven,Battlemaster,Retired,medium,"query_name=Huher | display_name=Huher the H | epithet_or_title=the H | Last login 20 years, 4 months, and 28 days ago from *.com."
whois_hukor_1780911814,char_hukor,Hukor,2026-06-08 19:43:34,No one by that name.,,,,not_found,high,query_name=Hukor | MUME returned: No one by that name.
whois_hunchback_1780911819,char_hunchback,Hunchback,2026-06-08 19:43:40,"Hunchback of Notre Dame is a level twenty-five Hill Troll Fighter
    [Retired].
  Blackened sky a final flash
  Death is in the air
  Warriors without a face
  Destruction everywhere
  Silent falls the hammer
  Noone hears the cries
  No escaping from this hell
  Your prayers won't be heard ... so die",25,Hill Troll,Fighter,Retired,medium,query_name=Hunchback | display_name=Hunchback of Notre Dame | epithet_or_title=of Notre Dame
whois_hurar_1780911825,char_hurar,Hurar,2026-06-08 19:43:45,No one by that name.,,,,not_found,high,query_name=Hurar | MUME returned: No one by that name.
whois_hwarang_1780911830,char_hwarang,Hwarang,2026-06-08 19:43:51,Hwarang is a level twenty-three Tarkhnarb Champion [Retired].,23,Tarkhnarb,Champion,Retired,medium,query_name=Hwarang | display_name=Hwarang
whois_hwoarang_1780911836,char_hwoarang,Hwoarang,2026-06-08 19:43:57,Hwoarang is a Man [Retired].,,Man,,Retired,medium,query_name=Hwoarang | display_name=Hwoarang
whois_hybrid_1780911842,char_hybrid,Hybrid,2026-06-08 19:44:02,"Hybrid is a level fifteen Mountain Troll Warrior [Retired].

I'm back!",15,Mountain Troll,Warrior,Retired,medium,query_name=Hybrid | display_name=Hybrid
whois_hyung_1780911847,char_hyung,Hyung,2026-06-08 19:44:08,No one by that name.,,,,not_found,high,query_name=Hyung | MUME returned: No one by that name.
whois_hyurk_1780911853,char_hyurk,Hyurk,2026-06-08 19:44:13,No one by that name.,,,,not_found,high,query_name=Hyurk | MUME returned: No one by that name.
whois_ibis_1780911859,char_ibis,Ibis,2026-06-08 19:44:19,"Ibis The Lonely Wolf is a Dwarf [Retired].
Last login 17 years, 2 months, and 13 days ago.
Don't touch lynxes or die !

Master of Supressing The Unnesessary Lives
of The Sacred Clan of The Green Star",,Dwarf,,Retired,medium,"query_name=Ibis | display_name=Ibis The Lonely Wolf | epithet_or_title=The Lonely Wolf | Last login 17 years, 2 months, and 13 days ago."
whois_iblis_1780911864,char_iblis,Iblis,2026-06-08 19:44:25,No one by that name.,,,,not_found,high,query_name=Iblis | MUME returned: No one by that name.
whois_ibrahim_1780911870,char_ibrahim,Ibrahim,2026-06-08 19:44:30,"Ibrahim Moizoos is a level thirty-seven Dwarven Axemaster.
Last login 3 years, 8 months, and 12 days ago from *.net.

University of Tennessee of Chattanooga!",37,Dwarven,Axemaster,,medium,"query_name=Ibrahim | display_name=Ibrahim Moizoos | epithet_or_title=Moizoos | Last login 3 years, 8 months, and 12 days ago from *.net."
whois_ickabod_1780911875,char_ickabod,Ickabod,2026-06-08 19:44:36,"Ickabod Krane is a level twenty-three Black Númenórean Mercenary
    [Retired].

This space intentionally left blank.",23,Black Númenórean,Mercenary,Retired,medium,query_name=Ickabod | display_name=Ickabod Krane | epithet_or_title=Krane
whois_idun_1780911881,char_idun,Idun,2026-06-08 19:44:41,No one by that name.,,,,not_found,high,query_name=Idun | MUME returned: No one by that name.
whois_ieras_1780911887,char_ieras,Ieras,2026-06-08 19:44:47,No one by that name.,,,,not_found,high,query_name=Ieras | MUME returned: No one by that name.
whois_ike_1780911892,char_ike,Ike,2026-06-08 19:44:53,"Ike Harfoot is a Hobbit [Retired].
Last login 13 years, 2 months, and 13 days ago.",,Hobbit,,Retired,medium,"query_name=Ike | display_name=Ike Harfoot | epithet_or_title=Harfoot | Last login 13 years, 2 months, and 13 days ago."
whois_ilgamar_1780911898,char_ilgamar,Ilgamar,2026-06-08 19:44:58,No one by that name.,,,,not_found,high,query_name=Ilgamar | MUME returned: No one by that name.
whois_iljrure_1780911903,char_iljrure,Iljrure,2026-06-08 19:45:04,No one by that name.,,,,not_found,high,query_name=Iljrure | MUME returned: No one by that name.
whois_illusia_1780911909,char_illusia,Illusia,2026-06-08 19:45:09,No one by that name.,,,,not_found,high,query_name=Illusia | MUME returned: No one by that name.
whois_illyas_1780911914,char_illyas,Illyas,2026-06-08 19:45:15,"Illyas, Battlepriest of Rhun is a level twenty-nine Eriadorian
    Priest.
Last login 4 months and 5 days ago from *.au.",29,Eriadorian Priest,,,medium,"query_name=Illyas | display_name=Illyas, Battlepriest of Rhun | epithet_or_title=, Battlepriest of Rhun | Last login 4 months and 5 days ago from *.au."
whois_ilmacil_1780911920,char_ilmacil,Ilmacil,2026-06-08 19:45:20,No one by that name.,,,,not_found,high,query_name=Ilmacil | MUME returned: No one by that name.
whois_ilmarin_1780911925,char_ilmarin,Ilmarin,2026-06-08 19:45:26,"Ilmarin, tracker of ancient paths is an Elf [Retired].
Last login 19 years, 2 months, and 22 days ago.
Born in Grey Havens Ilmarin was trained to defend the land from all evil. He,
as any other elf, loved the nature and the animals and learned how to live in
coexistence with them. He hunted the game only if needed and used all parts
for all kinds of equipment and food. His progress in the art of scouting and
pathfinding was recognized by the queen of Lothlorien who wanted him in her
service. Taking part in the defence of the sacred forest against the roaming
orcs of Moria his hatred against Saurons minions grew. He still reports back
to the queen now and then but has been given a more free role to fight evil all
over Arda.",,Elf,,Retired,medium,"query_name=Ilmarin | display_name=Ilmarin, tracker of ancient paths | epithet_or_title=, tracker of ancient paths | Last login 19 years, 2 months, and 22 days ago."
whois_imlach_1780911931,char_imlach,Imlach,2026-06-08 19:45:32,"Imlach Teltasarë is a level twenty-seven Half-elven Champion
    [Retired].
Last login 3 years, 6 months, and 2 days ago from [numerical
    address].
nesne nsnnn enen

opal 020821",27,Half-elven,Champion,Retired,medium,"query_name=Imlach | display_name=Imlach Teltasarë | epithet_or_title=Teltasarë | Last login 3 years, 6 months, and 2 days ago from [numerical address]."
whois_imlis_1780911937,char_imlis,Imlis,2026-06-08 19:45:37,No one by that name.,,,,not_found,high,query_name=Imlis | MUME returned: No one by that name.
whois_implithura_1780911942,char_implithura,Implithura,2026-06-08 19:45:43,No one by that name.,,,,not_found,high,query_name=Implithura | MUME returned: No one by that name.
whois_imrazôr_1780911948,,Imrazôr,2026-06-08 19:45:48,"Imrazôr il Depressivo is a Black Númenórean [Retired].

Founder of the Gondorian line of the Princes of Dol Amroth
and twin brother of Murazôr, the Lord of the Nazgul.",,Black Númenórean,,Retired,medium,query_name=Imrazor | display_name=Imrazôr il Depressivo | epithet_or_title=il Depressivo
